1,1,6.65189e-10,2.60077e-05
1,1,6.65189e-10,2.60077e-05
1,1,6.65189e-10,2.60077e-05
1,1,6.65189e-10,2.60077e-05
3.56766e+10,1.51251,23.7317,3.9337e-05
3.56766e+10,1.51251,23.7317,3.9337e-05
1.40001e+11,0.909294,93.1271,2.36486e-05
8.51116e+10,1.03979,56.6153,2.70426e-05
8.51116e+10,1.03979,56.6153,2.70426e-05
8.51116e+10,1.03979,56.6153,2.70426e-05
2.93232e+11,1.04924,195.055,2.72884e-05
2.93232e+11,1.04924,195.055,2.72884e-05
2.93232e+11,1.04924,195.055,2.72884e-05
1.48409e+11,0.879045,98.7203,2.28619e-05
8.85063e+10,1.08127,58.8734,2.81212e-05
8.85063e+10,1.08127,58.8734,2.81212e-05
8.85063e+10,1.08127,58.8734,2.81212e-05
8.70764e+10,1.01659,57.9222,2.64391e-05
8.70764e+10,1.01659,57.9222,2.64391e-05
8.70764e+10,1.01659,57.9222,2.64391e-05
3.52064e+10,1.46167,23.4189,3.80147e-05
1.52684e+11,0.838843,101.563,2.18164e-05
1.52684e+11,0.838843,101.563,2.18164e-05
1.52684e+11,0.838843,101.563,2.18164e-05
1.52684e+11,0.838843,101.563,2.18164e-05
1.52684e+11,0.838843,101.563,2.18164e-05
5.27198e+10,1.25383,35.0686,3.26093e-05
5.27198e+10,1.25383,35.0686,3.26093e-05
5.27198e+10,1.25383,35.0686,3.26093e-05
5.27198e+10,1.25383,35.0686,3.26093e-05
5.27198e+10,1.25383,35.0686,3.26093e-05
5.27198e+10,1.25383,35.0686,3.26093e-05
5.27198e+10,1.25383,35.0686,3.26093e-05
5.27198e+10,1.25383,35.0686,3.26093e-05
5.27198e+10,1.25383,35.0686,3.26093e-05
5.94844e+10,1.26294,39.5684,3.28462e-05
2.80175e+11,1.00252,186.369,2.60732e-05
2.80175e+11,1.00252,186.369,2.60732e-05
1.4934e+11,0.884524,99.3395,2.30044e-05
1.4934e+11,0.884524,99.3395,2.30044e-05
1.4934e+11,0.884524,99.3395,2.30044e-05
1.4934e+11,0.884524,99.3395,2.30044e-05
1.4934e+11,0.884524,99.3395,2.30044e-05
2.57412e+11,1.06159,171.227,2.76096e-05
2.57412e+11,1.06159,171.227,2.76096e-05
2.57412e+11,1.06159,171.227,2.76096e-05
2.57412e+11,1.06159,171.227,2.76096e-05
2.57412e+11,1.06159,171.227,2.76096e-05
2.57412e+11,1.06159,171.227,2.76096e-05
2.57412e+11,1.06159,171.227,2.76096e-05
2.57412e+11,1.06159,171.227,2.76096e-05
2.57412e+11,1.06159,171.227,2.76096e-05
